mol,stage,r_no,donor,acceptor,e2_kcal,de_au,f_au
mol_002_E,nbo,1.6119,BD ( 1) C 3 - C 8,BD*( 1) C 4 - H 17,1.78,1.33,0.044
mol_002_E,nbo,1.6119,BD ( 1) C 3 - C 8,BD*( 1) C 7 - C 8,4.52,1.49,0.073
mol_002_E,nbo,1.6119,BD ( 1) C 3 - C 8,BD*( 1) C 7 - C 9,4.91,1.31,0.072
mol_002_E,nbo,1.6119,BD ( 1) C 3 - C 8,BD*( 1) C 8 - H 19,1.32,1.32,0.037
mol_002_E,nbo,1.6119,BD ( 2) C 3 - C 8,RY*( 2) O 2,1.32,1.16,0.039
mol_002_E,nbo,1.6119,BD ( 2) C 3 - C 8,RY*( 4) C 4,1.33,1.19,0.039
mol_002_E,nbo,1.6119,BD ( 2) C 3 - C 8,RY*( 4) C 7,0.54,1.63,0.029
mol_002_E,nbo,1.6119,BD ( 2) C 3 - C 8,RY*( 8) C 7,0.68,1.81,0.035
mol_002_E,nbo,1.6119,BD ( 2) C 3 - C 8,RY*( 3) C 8,0.62,0.89,0.023
mol_002_E,nbo,1.6119,BD ( 2) C 3 - C 8,BD*( 2) C 3 - C 8,1.74,0.39,0.023
mol_002_E,nbo,1.6119,BD ( 2) C 3 - C 8,BD*( 2) C 4 - C 5,19.45,0.41,0.084
mol_002_E,nbo,1.6119,BD ( 2) C 3 - C 8,BD*( 2) C 6 - C 7,54.24,0.38,0.13
mol_002_E,nbo,1.6119,BD ( 2) C 3 - C 8,BD*( 2) C 11 - N 12,0.58,0.34,0.013
mol_002_E,nbo,1.6119,BD ( 1) C 4 - C 5,RY*( 1) C 3,1.61,2.17,0.053
mol_002_E,nbo,1.6119,BD ( 1) C 4 - C 5,RY*( 2) C 3,0.79,2.63,0.041
mol_002_E,nbo,1.6119,BD ( 1) C 4 - C 5,RY*( 1) C 6,2.53,2.19,0.067
mol_002_E,nbo,1.6119,BD ( 1) C 4 - C 5,BD*( 1) O 2 - C 3,2.91,1.31,0.055
mol_002_E,nbo,1.6119,BD ( 1) C 4 - C 5,BD*( 1) C 3 - C 4,2.67,1.43,0.055
mol_002_E,nbo,1.6119,BD ( 1) C 4 - C 5,BD*( 1) C 4 - H 17,1.53,1.34,0.041
mol_002_E,nbo,1.6119,BD ( 1) C 4 - C 5,BD*( 1) C 5 - C 6,3.77,1.44,0.066
mol_002_E,nbo,1.6119,BD ( 1) C 4 - C 5,BD*( 1) C 5 - H 18,1.3,1.33,0.037
mol_002_E,nbo,1.6119,BD ( 1) C 4 - C 5,BD*( 1) C 6 - C 11,5.06,1.38,0.075
mol_002_E,nbo,1.6119,BD ( 2) C 4 - C 5,RY*( 5) C 3,0.66,2.03,0.035
mol_002_E,nbo,1.6119,BD ( 2) C 4 - C 5,RY*( 3) C 6,0.75,1.01,0.026
mol_002_E,nbo,1.6119,BD ( 2) C 4 - C 5,RY*( 4) C 6,0.52,2.06,0.031
mol_002_E,nbo,1.6119,BD ( 2) C 4 - C 5,BD*( 2) C 3 - C 8,33.75,0.4,0.106
mol_002_E,nbo,1.6119,BD ( 2) C 4 - C 5,BD*( 2) C 6 - C 7,24.01,0.39,0.09
mol_002_E,nbo,1.6119,BD ( 1) C 4 - H 17,RY*( 1) C 3,0.5,1.95,0.028
mol_002_E,nbo,1.6119,BD ( 1) C 4 - H 17,RY*( 2) C 3,0.65,2.41,0.035
mol_002_E,nbo,1.6119,BD ( 1) C 4 - H 17,RY*( 1) C 5,1.18,1.82,0.042
mol_002_E,nbo,1.6119,BD ( 1) C 4 - H 17,RY*( 4) C 5,0.57,2.14,0.031
mol_002_E,nbo,1.6119,BD ( 1) C 4 - H 17,BD*( 1) O 2 - C 3,1.76,1.09,0.039
mol_002_E,nbo,1.6119,BD ( 1) C 4 - H 17,BD*( 1) C 3 - C 4,0.54,1.22,0.023
mol_002_E,nbo,1.6119,BD ( 1) C 4 - H 17,BD*( 1) C 3 - C 8,4.77,1.24,0.069
mol_002_E,nbo,1.6119,BD ( 1) C 4 - H 17,BD*( 1) C 4 - C 5,1.39,1.3,0.038
mol_002_E,nbo,1.6119,BD ( 1) C 4 - H 17,BD*( 1) C 5 - C 6,4.14,1.23,0.064
mol_002_E,nbo,1.6119,BD ( 1) C 4 - H 17,BD*( 1) C 5 - H 18,0.79,1.12,0.027
mol_002_E,nbo,1.6119,BD ( 1) C 5 - C 6,RY*( 1) C 4,0.56,2.12,0.031
mol_002_E,nbo,1.6119,BD ( 1) C 5 - C 6,RY*( 2) C 4,2.62,2.04,0.066
mol_002_E,nbo,1.6119,BD ( 1) C 5 - C 6,RY*( 2) C 7,0.75,2.21,0.037
mol_002_E,nbo,1.6119,BD ( 1) C 5 - C 6,RY*( 1) C 11,0.87,1.76,0.035
mol_002_E,nbo,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 4 - C 5,3.17,1.49,0.062
mol_002_E,nbo,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 4 - H 17,2.74,1.32,0.054
mol_002_E,nbo,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 5 - H 18,0.97,1.31,0.032
mol_002_E,nbo,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 6 - C 7,6.46,1.44,0.086
mol_002_E,nbo,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 6 - C 11,4.63,1.36,0.071
mol_002_E,nbo,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 7 - C 9,2.35,1.3,0.049
mol_002_E,nbo,1.6119,BD ( 1) C 5 - C 6,BD*( 1) C 10 - C 11,1.53,1.24,0.039
mol_002_E,nbo,1.6119,BD ( 1) C 5 - H 18,RY*( 1) C 4,1.46,1.93,0.048
mol_002_E,nbo,1.6119,BD ( 1) C 5 - H 18,RY*( 1) C 6,0.68,1.99,0.033
mol_002_E,nbo,1.6119,BD ( 1) C 5 - H 18,RY*( 2) C 6,1.11,2.35,0.046
mol_002_E,nbo,1.6119,BD ( 1) C 5 - H 18,BD*( 1) C 3 - C 4,4.24,1.23,0.065
mol_002_E,nbo,1.6119,BD ( 1) C 5 - H 18,BD*( 1) C 4 - C 5,1.37,1.31,0.038
mol_002_E,nbo,1.6119,BD ( 1) C 5 - H 18,BD*( 1) C 4 - H 17,0.74,1.14,0.026
mol_002_E,nbo,1.6119,BD ( 1) C 5 - H 18,BD*( 1) C 5 - C 6,0.71,1.24,0.027
mol_002_E,nbo,1.6119,BD ( 1) C 5 - H 18,BD*( 1) C 6 - C 7,4.67,1.26,0.069
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,RY*( 1) C 5,0.97,2.01,0.04
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,RY*( 2) C 5,0.57,2.04,0.031
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,RY*( 1) C 8,1.87,2.04,0.056
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,RY*( 2) C 8,0.52,2.32,0.031
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,RY*( 1) C 9,0.91,1.56,0.034
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,RY*( 3) C 11,0.73,1.86,0.033
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 5 - C 6,5.64,1.42,0.08
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 5 - H 18,2.23,1.31,0.048
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 6 - C 11,3.11,1.35,0.058
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 7 - C 8,3.84,1.47,0.067
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 7 - C 9,1.52,1.29,0.04
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 8 - H 19,2.83,1.3,0.054
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 9 - H 20,0.54,1.26,0.023
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 9 - H 21,0.54,1.26,0.023
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 7,BD*( 1) C 11 - N 12,3.49,1.4,0.063
mol_002_E,nbo,1.6119,BD ( 2) C 6 - C 7,RY*( 3) C 5,1.76,1.42,0.049
mol_002_E,nbo,1.6119,BD ( 2) C 6 - C 7,RY*( 3) C 8,1.78,0.89,0.039
mol_002_E,nbo,1.6119,BD ( 2) C 6 - C 7,RY*( 2) C 11,1.13,2.01,0.047
mol_002_E,nbo,1.6119,BD ( 2) C 6 - C 7,RY*( 8) C 11,0.59,1.29,0.027
mol_002_E,nbo,1.6119,BD ( 2) C 6 - C 7,BD*( 2) C 3 - C 8,19.81,0.39,0.079
mol_002_E,nbo,1.6119,BD ( 2) C 6 - C 7,BD*( 2) C 4 - C 5,28.3,0.42,0.101
mol_002_E,nbo,1.6119,BD ( 2) C 6 - C 7,BD*( 2) C 6 - C 7,1.13,0.38,0.019
mol_002_E,nbo,1.6119,BD ( 2) C 6 - C 7,BD*( 1) C 9 - H 20,2.87,0.79,0.047
mol_002_E,nbo,1.6119,BD ( 2) C 6 - C 7,BD*( 1) C 9 - H 21,2.87,0.79,0.047
mol_002_E,nbo,1.6119,BD ( 2) C 6 - C 7,BD*( 2) C 11 - N 12,55.2,0.35,0.127
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,RY*( 1) C 5,1.33,2.01,0.047
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,RY*( 1) C 7,1.79,2.33,0.059
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,RY*( 1) C 10,1.11,1.57,0.038
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,RY*( 1) N 12,1.05,1.84,0.04
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 4 - C 5,0.99,1.49,0.035
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 5 - C 6,3.75,1.42,0.066
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 6 - C 7,2.64,1.44,0.055
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 7 - C 8,3.77,1.47,0.067
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 10 - C 11,1.48,1.24,0.039
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 10 - H 22,0.53,1.25,0.023
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 10 - H 23,0.53,1.25,0.023
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,BD*( 1) C 11 - N 12,2.8,1.4,0.057
mol_002_E,nbo,1.6119,BD ( 1) C 6 - C 11,BD*( 1) N 12 - O 13,12.63,0.83,0.091
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 8,RY*( 2) C 3,2.23,2.63,0.069
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 8,RY*( 2) C 6,1.33,2.55,0.052
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 8,RY*( 1) C 9,0.74,1.58,0.031
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 8,BD*( 1) O 2 - C 3,4.37,1.31,0.068
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 8,BD*( 1) C 3 - C 8,3.77,1.45,0.066
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 8,BD*( 1) C 6 - C 7,4.55,1.46,0.073
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 8,BD*( 1) C 6 - C 11,2.59,1.38,0.053
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 8,BD*( 1) C 7 - C 9,2.34,1.32,0.05
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 8,BD*( 1) C 8 - H 19,1.9,1.32,0.045
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 8,BD*( 1) C 9 - C 10,0.59,1.25,0.024
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,RY*( 1) C 6,0.74,2.11,0.035
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,RY*( 2) C 6,0.82,2.47,0.04
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,RY*( 1) C 8,1.58,1.98,0.05
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,RY*( 4) C 8,0.54,1.89,0.029
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,RY*( 3) C 10,0.81,1.88,0.035
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 3 - C 8,2.15,1.37,0.049
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 5 - C 6,4.3,1.36,0.068
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 6 - C 7,1.73,1.38,0.044
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 7 - C 8,2.75,1.41,0.056
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 9 - C 10,0.62,1.16,0.024
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 9 - H 20,0.72,1.2,0.026
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 9 - H 21,0.72,1.2,0.026
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 10 - C 11,0.85,1.18,0.028
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 10 - H 22,0.71,1.19,0.026
mol_002_E,nbo,1.6119,BD ( 1) C 7 - C 9,BD*( 1) C 10 - H 23,0.71,1.19,0.026
mol_002_E,nbo,1.6119,BD ( 1) C 8 - H 19,RY*( 1) C 3,1.44,1.97,0.048
mol_002_E,nbo,1.6119,BD ( 1) C 8 - H 19,RY*( 1) C 7,1.8,2.15,0.056
mol_002_E,nbo,1.6119,BD ( 1) C 8 - H 19,BD*( 1) O 2 - C 3,0.97,1.11,0.029
mol_002_E,nbo,1.6119,BD ( 1) C 8 - H 19,BD*( 1) C 3 - C 4,4.17,1.23,0.064
mol_002_E,nbo,1.6119,BD ( 1) C 8 - H 19,BD*( 1) C 3 - C 8,1.05,1.25,0.032
mol_002_E,nbo,1.6119,BD ( 1) C 8 - H 19,BD*( 1) C 6 - C 7,5.02,1.26,0.071
mol_002_E,nbo,1.6119,BD ( 1) C 8 - H 19,BD*( 1) C 7 - C 8,1.93,1.3,0.045
mol_002_E,nbo,1.6119,BD ( 1) C 9 - C 10,RY*( 2) C 7,0.73,2.12,0.035
mol_002_E,nbo,1.6119,BD ( 1) C 9 - C 10,RY*( 3) C 11,0.53,1.78,0.027
mol_002_E,nbo,1.6119,BD ( 1) C 9 - C 10,BD*( 1) C 7 - C 8,4.84,1.39,0.073
mol_002_E,nbo,1.6119,BD ( 1) C 9 - C 10,BD*( 1) C 7 - C 9,0.88,1.21,0.029
mol_002_E,nbo,1.6119,BD ( 1) C 9 - C 10,BD*( 1) C 10 - C 11,0.73,1.16,0.026
mol_002_E,nbo,1.6119,BD ( 1) C 9 - C 10,BD*( 1) C 10 - H 22,0.6,1.16,0.024
mol_002_E,nbo,1.6119,BD ( 1) C 9 - C 10,BD*( 1) C 10 - H 23,0.6,1.16,0.024
mol_002_E,nbo,1.6119,BD ( 1) C 9 - C 10,BD*( 1) C 11 - N 12,5.63,1.32,0.077
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 20,RY*( 2) C 10,0.53,1.39,0.024
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 20,BD*( 1) C 6 - C 7,1.43,1.25,0.038
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 20,BD*( 2) C 6 - C 7,4.72,0.66,0.056
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 20,BD*( 1) C 7 - C 9,0.53,1.1,0.022
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 20,BD*( 1) C 10 - C 11,0.73,1.04,0.025
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 20,BD*( 1) C 10 - H 22,0.89,1.05,0.028
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 20,BD*( 1) C 10 - H 23,1.17,1.05,0.032
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 21,RY*( 2) C 10,0.53,1.39,0.024
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 21,BD*( 1) C 6 - C 7,1.44,1.25,0.038
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 21,BD*( 2) C 6 - C 7,4.72,0.66,0.056
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 21,BD*( 1) C 7 - C 9,0.53,1.1,0.022
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 21,BD*( 1) C 10 - C 11,0.73,1.04,0.025
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 21,BD*( 1) C 10 - H 22,1.17,1.05,0.032
mol_002_E,nbo,1.6119,BD ( 1) C 9 - H 21,BD*( 1) C 10 - H 23,0.89,1.05,0.027
mol_002_E,nbo,1.6119,BD ( 1) C 10 - C 11,RY*( 1) C 6,1.57,2.15,0.052
mol_002_E,nbo,1.6119,BD ( 1) C 10 - C 11,RY*( 3) C 9,0.86,1.77,0.035
mol_002_E,nbo,1.6119,BD ( 1) C 10 - C 11,RY*( 1) N 12,1.26,1.81,0.043
mol_002_E,nbo,1.6119,BD ( 1) C 10 - C 11,BD*( 1) C 5 - C 6,4.42,1.4,0.07
mol_002_E,nbo,1.6119,BD ( 1) C 10 - C 11,BD*( 1) C 6 - C 11,2.32,1.33,0.05
mol_002_E,nbo,1.6119,BD ( 1) C 10 - C 11,BD*( 1) C 9 - C 10,0.55,1.2,0.023
mol_002_E,nbo,1.6119,BD ( 1) C 10 - C 11,BD*( 1) C 9 - H 20,0.54,1.24,0.023
mol_002_E,nbo,1.6119,BD ( 1) C 10 - C 11,BD*( 1) C 9 - H 21,0.55,1.24,0.023
mol_002_E,nbo,1.6119,BD ( 1) C 10 - C 11,BD*( 1) C 11 - N 12,1.28,1.38,0.038
mol_002_E,nbo,1.6119,BD ( 1) C 10 - C 11,BD*( 1) N 12 - O 13,3.38,0.8,0.047
mol_002_E,nbo,1.6119,BD ( 1) C 10 - H 22,RY*( 2) C 9,0.71,1.35,0.028
mol_002_E,nbo,1.6119,BD ( 1) C 10 - H 22,BD*( 1) C 6 - C 11,1.49,1.19,0.038
mol_002_E,nbo,1.6119,BD ( 1) C 10 - H 22,BD*( 1) C 9 - H 20,0.71,1.09,0.025
mol_002_E,nbo,1.6119,BD ( 1) C 10 - H 22,BD*( 1) C 9 - H 21,1.08,1.09,0.031
mol_002_E,nbo,1.6119,BD ( 1) C 10 - H 22,BD*( 2) C 11 - N 12,7.42,0.65,0.066
mol_002_E,nbo,1.6119,BD ( 1) C 10 - H 23,RY*( 2) C 9,0.72,1.35,0.028
mol_002_E,nbo,1.6119,BD ( 1) C 10 - H 23,BD*( 1) C 6 - C 11,1.49,1.19,0.038
mol_002_E,nbo,1.6119,BD ( 1) C 10 - H 23,BD*( 1) C 9 - H 20,1.08,1.09,0.031
mol_002_E,nbo,1.6119,BD ( 1) C 10 - H 23,BD*( 1) C 9 - H 21,0.7,1.09,0.025
mol_002_E,nbo,1.6119,BD ( 1) C 10 - H 23,BD*( 2) C 11 - N 12,7.41,0.65,0.066
mol_002_E,nbo,1.6119,BD ( 1) C 11 - N 12,RY*( 1) C 6,1.41,2.46,0.053
mol_002_E,nbo,1.6119,BD ( 1) C 11 - N 12,RY*( 1) C 11,1.2,2.05,0.044
mol_002_E,nbo,1.6119,BD ( 1) C 11 - N 12,RY*( 1) O 13,0.68,2.19,0.035
mol_002_E,nbo,1.6119,BD ( 1) C 11 - N 12,BD*( 1) C 6 - C 7,1.02,1.73,0.038
mol_002_E,nbo,1.6119,BD ( 1) C 11 - N 12,BD*( 1) C 6 - C 11,2.19,1.65,0.054
mol_002_E,nbo,1.6119,BD ( 1) C 11 - N 12,BD*( 1) C 10 - C 11,1.96,1.53,0.049
mol_002_E,nbo,1.6119,BD ( 2) C 11 - N 12,RY*( 3) C 6,0.62,1.17,0.024
mol_002_E,nbo,1.6119,BD ( 2) C 11 - N 12,BD*( 2) C 6 - C 7,4.62,0.55,0.05
mol_002_E,nbo,1.6119,BD ( 2) C 11 - N 12,BD*( 1) C 10 - H 22,1.13,0.93,0.029
mol_002_E,nbo,1.6119,BD ( 2) C 11 - N 12,BD*( 1) C 10 - H 23,1.13,0.93,0.029
mol_002_E,nbo,1.6119,BD ( 2) C 11 - N 12,BD*( 1) O 13 - H 24,0.75,0.86,0.023
mol_002_E,nbo,1.6119,BD ( 2) C 11 - N 12,BD*( 1) O 13 - H 25,0.75,0.86,0.023
mol_002_E,nbo,1.6119,BD ( 1) N 12 - O 13,RY*( 3) C 11,1.21,1.9,0.043
mol_002_E,nbo,1.6119,BD ( 1) N 12 - O 13,BD*( 1) C 6 - C 11,4.62,1.4,0.072
mol_002_E,nbo,1.6119,BD ( 1) N 12 - O 13,BD*( 1) C 10 - C 11,0.89,1.28,0.03
mol_002_E,nbo,1.6119,BD ( 1) O 13 - H 24,RY*( 2) H 25,0.54,2.6,0.034
mol_002_E,nbo,1.6119,BD ( 1) O 13 - H 25,RY*( 2) H 24,0.54,2.6,0.034
mol_002_E,nbo,1.6119,CR ( 1) C 1,RY*( 1) H 14,0.53,11.62,0.07
mol_002_E,nbo,1.6119,CR ( 1) C 1,BD*( 1) C 1 - O 2,1.59,10.58,0.116
mol_002_E,nbo,1.6119,CR ( 1) C 1,BD*( 1) O 2 - C 3,1.18,10.69,0.101
mol_002_E,nbo,1.6119,CR ( 1) O 2,RY*( 1) C 1,0.66,20.46,0.104
mol_002_E,nbo,1.6119,CR ( 1) O 2,RY*( 1) C 3,2.43,20.43,0.199
mol_002_E,nbo,1.6119,CR ( 1) O 2,RY*( 6) C 3,0.52,20.16,0.091
mol_002_E,nbo,1.6119,CR ( 1) O 2,BD*( 1) C 3 - C 8,0.55,19.72,0.094
mol_002_E,nbo,1.6119,CR ( 1) C 3,RY*( 2) C 4,1.33,11.48,0.111
mol_002_E,nbo,1.6119,CR ( 1) C 3,RY*( 1) C 8,0.54,11.48,0.071
mol_002_E,nbo,1.6119,CR ( 1) C 3,RY*( 2) C 8,0.62,11.77,0.076
mol_002_E,nbo,1.6119,CR ( 1) C 3,BD*( 1) C 1 - O 2,1.28,10.62,0.104
mol_002_E,nbo,1.6119,CR ( 1) C 3,BD*( 1) O 2 - C 3,0.61,10.73,0.073
mol_002_E,nbo,1.6119,CR ( 1) C 3,BD*( 1) C 3 - C 4,0.6,10.85,0.072
mol_002_E,nbo,1.6119,CR ( 1) C 3,BD*( 1) C 3 - C 8,0.59,10.87,0.072
mol_002_E,nbo,1.6119,CR ( 1) C 3,BD*( 1) C 4 - C 5,0.57,10.93,0.071
mol_002_E,nbo,1.6119,CR ( 1) C 3,BD*( 1) C 7 - C 8,0.57,10.92,0.071
mol_002_E,nbo,1.6119,CR ( 1) C 4,RY*( 2) C 3,1.74,11.96,0.129
mol_002_E,nbo,1.6119,CR ( 1) C 4,RY*( 2) C 5,1.1,11.4,0.1
mol_002_E,nbo,1.6119,CR ( 1) C 4,RY*( 4) C 5,0.63,11.68,0.077
mol_002_E,nbo,1.6119,CR ( 1) C 4,RY*( 1) H 17,0.61,11.66,0.075
mol_002_E,nbo,1.6119,CR ( 1) C 4,BD*( 1) C 3 - C 8,0.91,10.78,0.089
mol_002_E,nbo,1.6119,CR ( 1) C 4,BD*( 1) C 5 - C 6,0.74,10.78,0.08
